index,genre,budget,gross,runtime,rating,score
4216,Drama,,462976.0,129.0,R,5.9
4217,Animation,25000000.0,60694737.0,85.0,PG,5.6
4218,Action,100000000.0,7103973.0,95.0,PG-13,3.8
4219,Drama,,1758689.0,107.0,R,7.6
4220,Animation,34000000.0,23833131.0,76.0,PG-13,5.3
4221,Comedy,2000000.0,3438804.0,101.0,R,4.7
4222,Drama,21000000.0,10011050.0,117.0,PG-13,6.6
4223,Action,13000000.0,19233280.0,98.0,PG-13,4.6
4224,Comedy,40000000.0,16872671.0,103.0,PG-13,5.8
4225,Action,85000000.0,77885672.0,95.0,PG-13,5.5
4226,Drama,,1692272.0,113.0,R,7.5
4227,Biography,1200000.0,68716.0,99.0,R,5.8
4228,Comedy,,411830.0,92.0,R,5.6
4229,Action,70000000.0,20154899.0,91.0,R,3.7
4230,Comedy,8000000.0,28316451.0,109.0,PG-13,6.5
4231,Action,10000000.0,6282446.0,96.0,R,5.6
4232,Comedy,,44310395.0,108.0,G,4.4
4233,Drama,12500000.0,16318449.0,109.0,PG-13,6.9
4234,Drama,9000000.0,2845696.0,128.0,R,7.5
4235,Crime,,3633509.0,106.0,R,7.4
4236,Comedy,3000000.0,7777790.0,90.0,PG-13,6.9
4237,Action,12000000.0,33082548.0,90.0,PG,5.4
4238,Drama,25000000.0,14815898.0,102.0,PG-13,6.3
4239,Crime,40000000.0,29676703.0,108.0,R,6.1
4240,Crime,11000000.0,4247089.0,97.0,R,7.0
4241,Drama,,104130.0,91.0,R,5.9
4242,Crime,,132221.0,110.0,R,5.6
4243,Action,30000000.0,180906076.0,111.0,R,8.1
4244,Action,140000000.0,654264015.0,143.0,PG-13,8.0
4245,Action,94000000.0,1146030912.0,201.0,PG-13,8.9
4246,Comedy,24000000.0,87135520.0,88.0,R,7.1
4247,Crime,25000000.0,156595191.0,138.0,R,7.9
4248,Comedy,40000000.0,245203167.0,135.0,R,7.6
4249,Crime,38000000.0,38955598.0,130.0,R,7.5
4250,Action,76000000.0,236350661.0,107.0,PG-13,5.9
4251,Action,22000000.0,95708457.0,121.0,R,7.0
4252,Action,3000000.0,15189934.0,120.0,R,8.4
4253,Comedy,4000000.0,118686937.0,102.0,R,7.7
4254,Animation,80000000.0,68514844.0,91.0,PG,5.7
4255,Adventure,70000000.0,123218424.0,125.0,PG-13,8.0
4256,Action,150000000.0,741847937.0,138.0,R,7.2
4257,Drama,15000000.0,24152155.0,115.0,NC-17,7.2
4258,Crime,2800000.0,1162593.0,132.0,Not Rated,8.1
4259,Animation,94000000.0,940352645.0,100.0,G,8.1
4260,Action,137000000.0,245285165.0,138.0,PG-13,5.6
4261,Comedy,35000000.0,131095990.0,109.0,PG-13,7.1
4262,Drama,2000000.0,10128960.0,100.0,R,6.8
4263,Horror,12600000.0,28650575.0,84.0,R,6.1
4264,Action,60000000.0,176070171.0,111.0,PG-13,7.0
4265,Action,200000000.0,433371112.0,109.0,R,6.3
4266,Adventure,100000000.0,121975011.0,113.0,PG,6.8
4267,Biography,8000000.0,58469210.0,109.0,R,7.3
4268,Action,150000000.0,427344325.0,129.0,R,6.7
4269,Action,78000000.0,179179718.0,103.0,PG-13,5.3
4270,Action,150000000.0,211622535.0,138.0,PG-13,7.4
4271,Adventure,60000000.0,38364277.0,137.0,R,6.5
4272,Drama,6000000.0,4988181.0,99.0,R,3.7
4273,Crime,9500000.0,107363905.0,98.0,R,6.2
4274,Action,80000000.0,207725639.0,117.0,PG-13,6.0
4275,Action,140000000.0,454627263.0,154.0,R,7.7
4276,Adventure,20000000.0,71406573.0,117.0,PG,7.0
4277,Action,80000000.0,43935763.0,116.0,PG-13,5.7
4278,Action,110000000.0,407711549.0,134.0,PG-13,7.4
4279,Action,85000000.0,80981914.0,104.0,PG-13,6.7
4280,Horror,7000000.0,16829545.0,89.0,R,6.1
4281,Mystery,28000000.0,90259536.0,90.0,R,7.3
4282,Action,29000000.0,98769390.0,102.0,R,6.4
4283,Crime,,22441497.0,102.0,,6.7
4284,Adventure,79000000.0,173013509.0,154.0,R,7.2
4285,Comedy,40000000.0,190538630.0,98.0,PG,5.9
4286,Mystery,12000000.0,23726793.0,119.0,R,5.3
4287,Comedy,30000000.0,48260279.0,109.0,PG,7.5
4288,Comedy,48000000.0,220673217.0,84.0,PG-13,5.5
4289,Comedy,50000000.0,177502387.0,116.0,PG-13,6.4
4290,Action,78000000.0,179265204.0,110.0,PG-13,5.8
4291,Comedy,25000000.0,50732139.0,105.0,PG,5.8
4292,Action,130000000.0,273339556.0,147.0,R,6.6
4293,Action,22000000.0,68296293.0,139.0,R,7.4
4294,Drama,65000000.0,141337989.0,117.0,PG-13,6.5
4295,Action,30000000.0,116632628.0,97.0,R,5.7
4296,Comedy,81000000.0,484592874.0,101.0,PG-13,6.7
4297,Crime,10000000.0,16689283.0,178.0,R,8.0
4298,Adventure,33000000.0,223853736.0,97.0,PG,7.0
4299,Comedy,20000000.0,160846332.0,97.0,PG,6.2
4300,Action,120000000.0,259175788.0,106.0,PG-13,4.9
4301,Comedy,45000000.0,124914842.0,95.0,PG-13,4.8
4302,Comedy,17000000.0,23769505.0,98.0,PG-13,5.6
4303,Comedy,75000000.0,195745823.0,106.0,PG-13,6.2
4304,Adventure,500000.0,54683487.0,79.0,R,5.7
4305,Comedy,80000000.0,265328738.0,128.0,PG-13,6.7
4306,Biography,12000000.0,33030115.0,100.0,PG-13,6.9
4307,Adventure,109000000.0,133960541.0,82.0,PG,4.0
4308,Animation,128000000.0,250397798.0,85.0,G,6.8
4309,Drama,10000000.0,402599.0,93.0,Not Rated,5.0
4310,Action,75000000.0,86468162.0,121.0,R,6.6
4311,Horror,26000000.0,90941129.0,90.0,R,6.2
4312,Crime,20000000.0,60427839.0,124.0,R,7.6
4313,Comedy,60000000.0,120801243.0,100.0,PG-13,6.2
4314,Action,40000000.0,160466000.0,87.0,PG,6.2
4315,Action,55000000.0,46061847.0,94.0,R,6.1
4316,Comedy,62000000.0,65565672.0,116.0,PG-13,7.3
4317,Comedy,18000000.0,58878723.0,113.0,PG-13,6.8
4318,Drama,87000000.0,148336445.0,140.0,PG-13,7.3
4319,Comedy,55000000.0,232722935.0,96.0,R,6.3
4320,Comedy,18000000.0,101564935.0,95.0,PG-13,5.5
4321,Horror,,6291958.0,91.0,R,6.8
4322,Action,95000000.0,160099222.0,117.0,PG-13,5.6
4323,Crime,3000000.0,10012022.0,81.0,R,7.2
4324,Fantasy,11000000.0,47488536.0,86.0,PG-13,5.0
4325,Action,38000000.0,197101678.0,84.0,PG,4.3
4326,Comedy,54000000.0,7266209.0,121.0,R,2.5
4327,Crime,50000000.0,55495563.0,105.0,PG-13,6.5
4328,Action,60000000.0,73498611.0,135.0,PG-13,5.5
4329,Comedy,19000000.0,39267515.0,85.0,PG-13,3.4
4330,Crime,60000000.0,80154140.0,127.0,PG-13,7.1
4331,Horror,17000000.0,63102666.0,104.0,R,5.6
4332,Action,50000000.0,88323487.0,114.0,PG-13,6.2
4333,Drama,68000000.0,81240406.0,134.0,R,5.5
4334,Drama,,8945072.0,103.0,R,8.0
4335,Comedy,60000000.0,164433867.0,92.0,PG,5.6
4336,Action,60000000.0,117248958.0,119.0,PG-13,6.3
4337,Comedy,40000000.0,19322135.0,89.0,PG-13,5.9
4338,Drama,18000000.0,62228395.0,94.0,PG-13,5.4
4339,Crime,5000000.0,2466444.0,104.0,R,6.6
4340,Comedy,90000000.0,182290266.0,88.0,PG,5.1
4341,Animation,60000000.0,80773077.0,86.0,PG,6.7
4342,Action,12000000.0,13818181.0,90.0,R,2.1
4343,Biography,56000000.0,12923936.0,219.0,PG-13,6.3
4344,Crime,16500000.0,16763804.0,126.0,R,7.5
4345,Action,36000000.0,44350926.0,109.0,R,6.1
4346,Comedy,500000.0,8701337.0,89.0,R,7.6
4347,Comedy,,79316957.0,121.0,R,7.7
4348,Action,50000000.0,42792561.0,98.0,R,6.5
4349,Drama,30000000.0,22954068.0,106.0,R,6.3
4350,Adventure,6000000.0,5141166.0,105.0,PG-13,6.0
4351,Horror,40000000.0,141591324.0,98.0,R,5.8
4352,Action,28000000.0,58795814.0,102.0,PG,5.1
4353,Action,,20235426.0,105.0,R,7.2
4354,Comedy,23000000.0,76490720.0,92.0,R,7.0
4355,Drama,6000000.0,2944752.0,94.0,PG-13,7.1
4356,Adventure,17000000.0,55534455.0,94.0,PG,5.5
4357,Drama,3200000.0,10464788.0,101.0,R,6.9
4358,Action,25000000.0,56489558.0,101.0,R,5.8
4359,Comedy,20000000.0,44617342.0,92.0,PG-13,6.2
4360,Comedy,,18750246.0,91.0,PG-13,7.2
4361,Drama,,29119434.0,118.0,R,5.0
4362,Comedy,10000000.0,93400759.0,108.0,PG-13,6.9
4363,Comedy,,13200241.0,186.0,Not Rated,7.9
4364,Comedy,30000000.0,19526014.0,87.0,PG-13,5.3
4365,Comedy,15000000.0,34622504.0,86.0,PG-13,5.2
4366,Action,60000000.0,88929111.0,89.0,PG,4.4
4367,Drama,,8482993.0,110.0,Not Rated,8.0
4368,Biography,35000000.0,53293628.0,109.0,PG,6.9
4369,Action,46000000.0,101191884.0,115.0,PG-13,6.6
4370,Comedy,,7929307.0,95.0,R,7.1
4371,Crime,6400000.0,2561820.0,98.0,NC-17,6.4
4372,Action,75000000.0,51142659.0,116.0,PG-13,5.3
4373,Drama,,528245.0,113.0,Not Rated,7.8
4374,Action,,50097949.0,88.0,PG-13,5.6
4375,Animation,9500000.0,14776760.0,80.0,PG-13,7.8
4376,Drama,,5762801.0,124.0,,6.9
4377,Drama,,167999.0,119.0,Unrated,5.2
4378,Comedy,55000000.0,65784503.0,118.0,PG-13,5.7
4379,Action,,6585516.0,110.0,R,6.5
4380,Animation,,453133.0,92.0,PG-13,7.8
4381,Comedy,,436365.0,96.0,R,4.6
4382,Action,,34196922.0,116.0,R,7.5
4383,Comedy,,2905499.0,102.0,R,6.6
4384,Comedy,,8604201.0,93.0,R,7.6
4385,Action,52000000.0,37713879.0,104.0,PG-13,5.5
4386,Comedy,35000000.0,39468111.0,101.0,PG-13,6.3
4387,Action,24000000.0,23510621.0,110.0,PG-13,4.7
4388,Comedy,,3783.0,100.0,R,7.3
4389,Action,41000000.0,34268701.0,88.0,PG-13,5.3
4390,Biography,,7986084.0,101.0,R,7.4
4391,Comedy,4000000.0,826617.0,96.0,R,6.7
4392,Biography,5000000.0,782606.0,98.0,R,6.3
4393,Comedy,33000000.0,164729679.0,105.0,PG-13,5.6
4394,Drama,20000000.0,8564586.0,100.0,PG-13,6.1
4395,Comedy,,21964072.0,100.0,PG-13,5.2
4396,Drama,,2799773.0,366.0,R,8.5
4397,Action,40000000.0,26891849.0,98.0,PG-13,5.7
4398,Crime,15000000.0,23014206.0,97.0,R,6.7
4399,Comedy,850000.0,865028.0,107.0,R,7.0
4400,Adventure,35000000.0,11705002.0,127.0,R,6.5
4401,Comedy,,8211508.0,109.0,PG-13,5.6
4402,Comedy,,12661189.0,80.0,PG,4.8
4403,Comedy,30000000.0,33972062.0,123.0,PG-13,5.6
4404,Comedy,18000000.0,13585075.0,108.0,R,6.3
4405,Drama,8000000.0,6586341.0,113.0,R,6.9
4406,Comedy,,2707738.0,114.0,PG-13,6.2
4407,Animation,20000000.0,186303759.0,72.0,G,5.4
4408,Comedy,14000000.0,18191005.0,86.0,PG-13,4.7
4409,Comedy,20000000.0,17432163.0,101.0,PG-13,5.6
4410,Comedy,5000000.0,5175215.0,105.0,R,6.8
4411,Drama,2500000.0,579986.0,108.0,R,6.8
4412,Comedy,12000000.0,4928883.0,81.0,PG,2.1
4413,Crime,10000000.0,1271244.0,104.0,R,7.1
4414,Comedy,35200000.0,38620484.0,95.0,PG-13,5.5
4415,Comedy,8000000.0,435625.0,109.0,R,5.5
4416,Comedy,300000.0,3282321.0,80.0,PG-13,7.0
4417,Drama,7500000.0,886018.0,93.0,R,6.2
4418,Drama,,499149.0,114.0,R,6.6
4419,Comedy,,83439.0,90.0,R,4.7
4420,Drama,,5254422.0,100.0,,6.3
4421,Horror,38000000.0,11560806.0,102.0,R,5.2
4422,Crime,,58202.0,129.0,R,7.0
4423,Biography,17000000.0,9439660.0,98.0,R,6.9
4424,Crime,10000000.0,459098.0,101.0,R,6.3
4425,Drama,2500000.0,3039587.0,112.0,R,6.8
4426,Biography,,2917393.0,100.0,R,6.3
4427,Animation,25000000.0,55250496.0,80.0,PG,5.6
4428,Comedy,,12991996.0,117.0,PG-13,4.9
4429,Biography,30000000.0,29632684.0,123.0,PG-13,6.6
4430,Comedy,,377271.0,104.0,PG,5.1
4431,Action,780000.0,1310470.0,90.0,PG-13,6.7
4432,Drama,,10781635.0,145.0,R,7.6
4433,Action,1300000.0,65497208.0,84.0,Not Rated,5.8
4434,Drama,,9781854.0,106.0,R,7.5
4435,Drama,15000000.0,6415017.0,112.0,PG-13,6.3
4436,Comedy,,34883010.0,99.0,R,7.6
4437,Comedy,18000000.0,45490616.0,87.0,PG,5.1
4438,Drama,,343847.0,108.0,R,7.0
4439,Comedy,16000000.0,14390329.0,101.0,PG-13,5.6
4440,Drama,,478996.0,106.0,R,5.4
4441,Comedy,,546106.0,112.0,PG-13,5.4
4442,Comedy,,1277800.0,111.0,R,7.6
4443,Comedy,25000000.0,30381722.0,109.0,R,6.7
4444,Comedy,25000000.0,22605153.0,92.0,R,6.6
4445,Comedy,20000000.0,168423227.0,92.0,PG-13,6.7
4446,Comedy,37000000.0,113100873.0,109.0,PG-13,5.6
4447,Comedy,17000000.0,130126277.0,97.0,PG-13,7.0
4448,Adventure,130000000.0,797361618.0,142.0,PG,7.9
4449,Drama,175000000.0,497409852.0,163.0,R,7.2
4450,Drama,20000000.0,74036715.0,108.0,R,8.3
4451,Action,30000000.0,154118820.0,137.0,R,8.0
4452,Drama,29000000.0,117815157.0,123.0,PG-13,7.8
4453,Comedy,60000000.0,219100084.0,128.0,PG-13,7.4
4454,Action,160000000.0,300157638.0,131.0,PG-13,6.1
4455,Animation,92000000.0,631607053.0,115.0,PG,8.0
4456,Horror,1200000.0,103911669.0,103.0,R,7.6
4457,Crime,65000000.0,220239925.0,120.0,R,7.5
4458,Biography,110000000.0,213719942.0,170.0,PG-13,7.5
4459,Action,200000000.0,788976453.0,127.0,PG-13,7.3
4460,Action,33000000.0,54700105.0,124.0,R,6.4
4461,Action,120000000.0,353133898.0,115.0,PG-13,7.1
4462,Animation,24000000.0,236214446.0,119.0,PG,8.2
4463,Comedy,80000000.0,55470154.0,131.0,PG-13,6.4
4464,Drama,30000000.0,216763646.0,132.0,PG-13,8.1
4465,Comedy,,30097092.0,99.0,R,7.9
4466,Drama,60000000.0,256697520.0,108.0,PG-13,6.5
4467,Drama,,2766976.0,86.0,R,6.7
4468,Drama,13000000.0,96822421.0,113.0,R,7.6
4469,Action,125000000.0,552639571.0,124.0,PG-13,6.4
4470,Action,,11850214.0,105.0,R,7.3
4471,Comedy,400000.0,46138887.0,96.0,PG,6.9
4472,Comedy,75000000.0,198520934.0,99.0,PG-13,6.8
4473,Action,70000000.0,130834852.0,146.0,R,7.7
4474,Biography,,92181574.0,156.0,R,8.2
4475,Comedy,37000000.0,96455697.0,98.0,PG-13,6.2
4476,Animation,150000000.0,928760770.0,93.0,PG,7.2
4477,Crime,6500000.0,98410061.0,112.0,R,7.7
4478,Action,75000000.0,290835269.0,108.0,PG-13,7.7
4479,Action,26000000.0,102278712.0,101.0,R,7.3
4480,Drama,30000000.0,612054506.0,127.0,R,7.2
4481,Action,45000000.0,129342769.0,94.0,R,6.2
4482,Action,66000000.0,99378985.0,122.0,PG-13,6.8
4483,Comedy,26000000.0,90709367.0,94.0,PG-13,7.2
4484,Action,46000000.0,57223890.0,86.0,PG-13,6.3
4485,Action,50000000.0,34809623.0,119.0,R,7.3
4486,Adventure,140000000.0,211468235.0,108.0,PG,6.8
4487,Drama,5000000.0,8203235.0,101.0,R,7.7
4488,Drama,70000000.0,154649125.0,143.0,PG-13,7.2
4489,Drama,27000000.0,115505027.0,104.0,R,7.2
4490,Action,100000000.0,347512318.0,131.0,PG,6.9
4491,Action,155000000.0,167298192.0,175.0,R,5.6
4492,Action,105000000.0,115900534.0,119.0,R,6.7
4493,Drama,,1590308.0,71.0,Not Rated,4.8
4494,Drama,80000000.0,96105910.0,129.0,R,6.6
4495,Action,120000000.0,203567857.0,126.0,PG-13,6.3
4496,Crime,110000000.0,362744280.0,125.0,PG-13,6.5
4497,Adventure,9000000.0,23936908.0,88.0,R,7.0
4498,Action,65000000.0,131977904.0,113.0,R,5.8
4499,Action,60000000.0,177427090.0,101.0,PG-13,5.6
4500,Comedy,80000000.0,522657936.0,115.0,PG-13,6.3
4501,Comedy,16000000.0,109706931.0,127.0,R,7.5
4502,Action,30000000.0,61950770.0,118.0,PG-13,7.2
4503,Comedy,60000000.0,170268750.0,101.0,PG-13,6.1
4504,Animation,75000000.0,374583879.0,90.0,PG,6.0
4505,Drama,2700000.0,15936507.0,80.0,R,8.1
4506,Comedy,31000000.0,27388767.0,96.0,PG,6.3
4507,Drama,7000.0,545436.0,77.0,PG-13,6.9
4508,Comedy,19000000.0,70067909.0,95.0,PG,5.9
4509,Comedy,42000000.0,178311729.0,90.0,PG-13,6.0
4510,Drama,,1482316.0,106.0,Not Rated,6.7
4511,Animation,30000000.0,141067127.0,87.0,PG,7.1
4512,Adventure,80000000.0,181216833.0,93.0,PG,5.1
4513,Comedy,35000000.0,76665191.0,104.0,R,6.2
4514,Biography,17500000.0,33882243.0,121.0,PG-13,8.1
4515,Crime,45000000.0,65470529.0,103.0,R,6.2
4516,Action,20000000.0,104882445.0,99.0,R,7.7
4517,Comedy,40000000.0,10898337.0,93.0,PG-13,5.7
4518,Comedy,2500000.0,35825316.0,102.0,R,7.4
4519,Comedy,40000000.0,134734481.0,113.0,G,5.8
4520,Crime,50000000.0,40954603.0,97.0,R,5.3
4521,Action,100000000.0,82102379.0,104.0,PG-13,3.4
4522,Comedy,12000000.0,24829644.0,87.0,R,4.8
4523,Drama,12000000.0,20205757.0,129.0,R,7.4
4524,Action,40000000.0,46546197.0,84.0,PG-13,4.1
4525,Biography,40000000.0,123971376.0,152.0,PG-13,7.7
4526,Comedy,23000000.0,12313323.0,111.0,PG-13,6.1
4527,Drama,40000000.0,92913171.0,96.0,PG-13,6.5
4528,Comedy,7000000.0,24716440.0,122.0,PG-13,6.2
4529,Biography,25000000.0,116650613.0,106.0,PG,7.7
4530,Action,32000000.0,50826898.0,98.0,R,7.2
4531,Comedy,10000000.0,10143022.0,89.0,PG,5.4
4532,Horror,10000000.0,187281115.0,91.0,PG-13,5.9
4533,Action,110000000.0,72178895.0,120.0,PG,5.9
4534,Comedy,31000000.0,41682237.0,98.0,PG-13,6.3
4535,Action,50000000.0,71992655.0,93.0,PG,3.7
4536,Animation,165000000.0,314215454.0,100.0,G,6.6
4537,Adventure,19000000.0,73029190.0,95.0,PG-13,5.9
4538,Biography,28000000.0,64445708.0,135.0,PG,7.5
4539,Crime,27000000.0,21148829.0,106.0,R,6.4
4540,Drama,,1532932.0,105.0,Unrated,7.6
4541,Comedy,22000000.0,37666766.0,111.0,PG,5.9
4542,Action,25000000.0,71255003.0,97.0,PG-13,4.5
4543,Drama,30000000.0,21741598.0,114.0,PG-13,7.0
4544,Action,25000000.0,57678321.0,94.0,PG-13,6.5
4545,Biography,11000000.0,17050017.0,118.0,R,7.1
4546,Action,20000000.0,70992898.0,97.0,PG-13,4.7
4547,Drama,,217499.0,97.0,R,6.4
4548,Comedy,15000000.0,33251890.0,89.0,PG,4.7
4549,Comedy,50000000.0,49718611.0,119.0,PG-13,6.0
4550,Comedy,26000000.0,48551322.0,93.0,PG,4.3
4551,Action,70000000.0,57947036.0,106.0,PG,6.0
4552,Drama,,3222439.0,95.0,PG-13,6.2
4553,Comedy,90000000.0,103370127.0,93.0,PG-13,5.3
4554,Comedy,50000000.0,170128460.0,106.0,PG-13,6.1
4555,Action,,92863945.0,119.0,PG-13,7.5
4556,Action,,11169386.0,84.0,R,7.1
4557,Crime,,203450.0,90.0,Not Rated,7.6
4558,Action,60000000.0,62657868.0,97.0,PG-13,6.3
4559,Drama,56600000.0,69424389.0,133.0,R,7.6
4560,Drama,42000000.0,117592831.0,91.0,PG-13,5.8
4561,Action,45000000.0,35021497.0,113.0,PG-13,6.1
4562,Comedy,5000000.0,10275509.0,92.0,PG-13,6.7
4563,Animation,50000000.0,203172417.0,80.0,PG,5.0
4564,Comedy,26000000.0,61315215.0,109.0,PG-13,6.4
4565,Comedy,30000000.0,10592180.0,106.0,PG,5.1
4566,Comedy,35000000.0,35492921.0,102.0,PG-13,6.2
4567,Drama,107000000.0,25819961.0,137.0,PG-13,6.0
4568,Drama,,2039526.0,119.0,R,7.1
4569,Family,15000000.0,14867514.0,103.0,PG,5.9
4570,Action,100000000.0,108040622.0,136.0,PG-13,6.7
4571,Comedy,40000000.0,265126918.0,108.0,R,6.0
4572,Crime,500000.0,802948.0,90.0,R,7.2
4573,Drama,25000000.0,27685016.0,86.0,PG-13,6.0
4574,Action,3500000.0,97446.0,91.0,PG-13,5.3
4575,Adventure,,57663711.0,126.0,R,7.8
4576,Comedy,8600000.0,7565807.0,104.0,R,5.7
4577,Drama,,1553020.0,104.0,R,6.0
4578,Crime,5000000.0,40423279.0,106.0,NC-17,7.4
4579,Comedy,16000000.0,14821824.0,86.0,R,4.5
4580,Crime,1000000.0,3403957.0,88.0,R,8.0
4581,Action,57000000.0,28283637.0,95.0,PG,4.3
4582,Comedy,30000000.0,21289826.0,91.0,PG,5.0
4583,Drama,20000000.0,23925492.0,100.0,R,6.2
4584,Drama,23000000.0,19463185.0,141.0,PG-13,6.2
4585,Horror,80000000.0,78110021.0,114.0,R,5.1
4586,Comedy,15000000.0,1914166.0,89.0,NC-17,5.1
4587,Drama,,1953889.0,189.0,Not Rated,8.2
4588,Comedy,20000000.0,20094909.0,107.0,R,6.6
4589,Biography,,43731621.0,126.0,PG-13,8.0
4590,Comedy,7500000.0,6715067.0,111.0,R,6.7
4591,Comedy,40000000.0,26170671.0,98.0,PG-13,5.5
4592,Comedy,40000000.0,14494036.0,99.0,PG-13,4.8
4593,Comedy,60000000.0,35060882.0,103.0,R,6.2
4594,Comedy,20000000.0,9448644.0,88.0,PG,1.9
4595,Drama,,2288093.0,141.0,PG-13,8.1
4596,Action,,1610897.0,143.0,Not Rated,8.5
4597,Comedy,12000000.0,31326183.0,97.0,PG-13,4.5
4598,Comedy,,88385944.0,97.0,PG-13,7.9
4599,Drama,,4678405.0,87.0,R,7.2
4600,Horror,,516930.0,125.0,R,7.0
4601,Action,19250000.0,8112712.0,106.0,R,6.5
4602,Animation,110000000.0,145358062.0,76.0,PG,5.4
4603,Comedy,60000000.0,96593018.0,99.0,PG,5.4
4604,Comedy,22000000.0,21513434.0,95.0,PG-13,5.6
4605,Action,4200000.0,50336279.0,114.0,R,6.4
4606,Drama,30000000.0,21560182.0,131.0,R,7.0
4607,Action,55000000.0,100572044.0,115.0,PG-13,6.5
4608,Biography,,10852064.0,114.0,R,6.3
4609,Drama,,1510052.0,110.0,NC-17,5.1
4610,Drama,8000000.0,50576805.0,95.0,PG-13,3.9
4611,Drama,,6878433.0,93.0,PG,6.5
4612,Biography,23000000.0,8447615.0,118.0,PG-13,6.7
4613,Drama,,20421130.0,104.0,PG-13,7.0
4614,Comedy,6500000.0,89781.0,91.0,R,6.5
4615,Drama,,3764219.0,110.0,,7.4
4616,Comedy,,1236518.0,91.0,R,7.4
4617,Comedy,50000000.0,6808550.0,88.0,PG-13,4.9
4618,Drama,7000000.0,6887221.0,192.0,Not Rated,7.8
4619,Comedy,35000000.0,22035509.0,107.0,PG-13,5.3
4620,Comedy,32000000.0,30031874.0,90.0,PG-13,5.9
4621,Drama,,156767.0,108.0,R,6.6
4622,Drama,,3664858.0,132.0,R,6.6
4623,Crime,3000000.0,12594630.0,101.0,R,7.4
4624,Crime,11000000.0,13267869.0,125.0,R,7.6
4625,Comedy,,11782282.0,98.0,PG,6.9
4626,Biography,2000000.0,1635056.0,90.0,R,7.3
4627,Action,12000000.0,16951702.0,91.0,PG,5.2
4628,Action,,5859242.0,186.0,Not Rated,7.9
4629,Action,,10836270.0,182.0,Not Rated,7.0
4630,Action,12800000.0,76287982.0,140.0,R,8.0
4631,Crime,,537871.0,89.0,R,6.9
4632,Drama,,7444906.0,90.0,R,6.6
4633,Comedy,8000000.0,1526951.0,138.0,R,5.3
4634,Animation,,36613.0,103.0,TV-MA,7.8
4635,Comedy,,18328469.0,133.0,Not Rated,7.5
4636,Comedy,,809686.0,100.0,Not Rated,6.7
4637,Action,,7312209.0,129.0,Not Rated,6.7
4638,Comedy,30000000.0,14615099.0,110.0,PG-13,5.2
4639,Animation,,9789651.0,100.0,PG-13,7.5
4640,Animation,70000.0,3255426.0,74.0,G,5.4
4641,Comedy,,2096892.0,98.0,R,7.2
4642,Comedy,,20129327.0,99.0,PG-13,6.4
4643,Adventure,150000000.0,896678241.0,157.0,PG-13,7.7
4644,Comedy,26000000.0,177378645.0,116.0,R,7.1
4645,Drama,85000000.0,162242962.0,145.0,PG-13,7.3
4646,Drama,28000000.0,121616555.0,129.0,PG,7.8
4647,Action,150000000.0,373661946.0,140.0,PG-13,8.2
4648,Adventure,,57130027.0,99.0,R,7.2
4649,Drama,14000000.0,178062759.0,134.0,R,7.7
4650,Crime,40000000.0,158733820.0,124.0,R,8.0
4651,Adventure,150000000.0,474968763.0,115.0,PG,6.6
4652,Action,54000000.0,132511035.0,132.0,R,8.1
4653,Adventure,180000000.0,745013115.0,143.0,PG,6.9
4654,Comedy,40000000.0,288467645.0,119.0,R,6.9
4655,Adventure,132000000.0,603873119.0,116.0,PG-13,6.5
4656,Action,130000000.0,218122627.0,144.0,R,7.2
4657,Action,100000000.0,230884728.0,121.0,R,7.0
4658,Action,113000000.0,868390560.0,140.0,PG-13,7.5
4659,Action,207000000.0,562363449.0,187.0,PG-13,7.2
4660,Adventure,50000000.0,104478416.0,109.0,PG,6.7
4661,Action,100000000.0,333535934.0,106.0,PG-13,5.7
4662,Crime,,3814717.0,109.0,R,7.4
4663,Action,39000000.0,40445129.0,119.0,PG-13,7.8
4664,Action,110000000.0,487287646.0,120.0,PG-13,6.5
4665,Action,126000000.0,162949164.0,136.0,PG-13,6.8
4666,Comedy,3000000.0,18637690.0,94.0,R,6.7
4667,Drama,15000000.0,85638656.0,124.0,R,7.6
4668,Horror,4800000.0,81979826.0,94.0,R,5.9
4669,Adventure,35000000.0,86369815.0,100.0,PG,6.2
4670,Action,30000000.0,35294470.0,109.0,R,6.3
4671,Animation,75000000.0,542063846.0,86.0,PG,6.9
4672,Drama,950000.0,7022209.0,104.0,R,7.1
4673,Comedy,25000000.0,42013878.0,119.0,PG,6.5
4674,Comedy,82000000.0,191466556.0,113.0,PG-13,6.4
4675,Thriller,26000000.0,96258201.0,85.0,PG-13,6.5
4676,Horror,40000000.0,68766121.0,113.0,R,5.4
4677,Action,45000000.0,92374674.0,109.0,R,6.8
4678,Comedy,50000000.0,111069515.0,104.0,PG-13,5.1
4679,Crime,80000000.0,162944923.0,128.0,PG-13,6.4
4680,Biography,28000000.0,186797986.0,136.0,PG-13,7.8
4681,Biography,25000000.0,13411957.0,107.0,PG-13,7.1
4682,Action,70000000.0,130982129.0,164.0,R,7.5
4683,Comedy,15000000.0,15785148.0,103.0,R,7.5
4684,Drama,25000000.0,82468097.0,129.0,R,7.4
4685,Action,56000000.0,198636868.0,95.0,PG,5.6
4686,Drama,32000000.0,61385065.0,96.0,R,7.4
4687,Horror,7000000.0,20901859.0,107.0,R,6.8
4688,Comedy,70000000.0,371594210.0,118.0,PG-13,6.6
4689,Adventure,4000000.0,866999.0,101.0,PG,6.8
