index,genre,budget,gross,runtime,rating,score
1375,Comedy,,717376.0,100.0,R,4.3
1376,Comedy,,1192322.0,108.0,PG,7.4
1377,Drama,15000000.0,1733070.0,98.0,PG,6.0
1378,Biography,,3331297.0,175.0,R,7.3
1379,Comedy,,4870903.0,120.0,R,7.7
1380,Adventure,18000000.0,1883811.0,99.0,PG,5.7
1381,Romance,,,88.0,,6.0
1382,Mystery,,12706478.0,96.0,R,6.2
1383,Action,,6193901.0,103.0,R,4.9
1384,Action,16000000.0,4192440.0,105.0,R,5.2
1385,Comedy,,424773.0,118.0,R,7.2
1386,Action,,940173.0,91.0,R,5.4
1387,Drama,3000000.0,187349.0,99.0,PG,6.6
1388,Horror,,6337299.0,102.0,R,5.0
1389,Comedy,210000.0,,81.0,R,4.9
1390,Comedy,,7721852.0,104.0,PG-13,5.8
1391,Drama,7000000.0,5979011.0,95.0,R,5.8
1392,Comedy,,14681192.0,113.0,PG,4.6
1393,Action,,3074681.0,91.0,R,5.5
1394,Comedy,12000000.0,3965604.0,105.0,PG-13,5.7
1395,Drama,,2319801.0,105.0,PG-13,7.3
1396,Comedy,19000000.0,11005304.0,97.0,R,5.8
1397,Comedy,,8539181.0,107.0,PG,7.0
1398,Horror,4000000.0,9797098.0,80.0,R,5.6
1399,Drama,10000000.0,1562749.0,81.0,PG,7.3
1400,Drama,,241278.0,92.0,PG-13,6.7
1401,Crime,16000000.0,4594452.0,102.0,R,5.7
1402,Crime,3000000.0,1984315.0,110.0,R,6.4
1403,Horror,6000000.0,40397.0,91.0,PG-13,5.4
1404,Crime,4000000.0,1791328.0,93.0,R,6.2
1405,Drama,,,93.0,R,5.4
1406,Comedy,18000000.0,9129999.0,105.0,PG,5.9
1407,Action,,188964.0,108.0,R,5.7
1408,Drama,,8674093.0,124.0,R,6.7
1409,Comedy,4000000.0,16262415.0,97.0,PG,6.9
1410,Comedy,,3527886.0,100.0,PG,7.0
1411,Crime,,2432536.0,108.0,R,5.5
1412,Comedy,,6436211.0,83.0,PG,4.4
1413,Action,6000000.0,10068039.0,97.0,R,6.0
1414,Comedy,,2955917.0,92.0,R,5.1
1415,Drama,,1451857.0,104.0,PG-13,6.8
1416,Drama,22000000.0,12638294.0,127.0,R,6.2
1417,Comedy,13000000.0,5509417.0,97.0,PG-13,5.7
1418,Drama,,303624.0,100.0,R,6.7
1419,Comedy,,344375.0,81.0,PG-13,5.4
1420,Action,,10497324.0,105.0,PG,3.8
1421,Thriller,,,91.0,R,4.9
1422,Drama,6000000.0,1869148.0,101.0,R,5.4
1423,Drama,6000000.0,657446.0,99.0,R,5.8
1424,Biography,,1223326.0,108.0,R,6.3
1425,Drama,,1560700.0,118.0,PG,6.6
1426,Crime,,9974446.0,117.0,R,5.7
1427,Drama,,,95.0,PG-13,7.3
1428,Drama,,1348771.0,97.0,R,5.4
1429,Drama,,747013.0,119.0,R,5.4
1430,Drama,8000000.0,1893139.0,91.0,PG-13,6.4
1431,Action,,5301200.0,96.0,R,5.3
1432,Comedy,13000000.0,259019.0,102.0,PG,4.2
1433,Drama,5000000.0,429028.0,90.0,R,5.9
1434,Drama,,771745.0,84.0,PG-13,7.4
1435,Comedy,6000000.0,28202109.0,95.0,PG,5.6
1436,Comedy,,3838793.0,82.0,PG-13,5.4
1437,Comedy,20000000.0,11444204.0,103.0,PG-13,6.0
1438,Biography,,,89.0,R,6.5
1439,Action,12000000.0,7242035.0,102.0,R,6.2
1440,Comedy,3000000.0,343786.0,93.0,R,5.7
1441,Drama,4000000.0,1267578.0,124.0,R,7.0
1442,Drama,14000000.0,4764606.0,103.0,R,5.7
1443,Action,48000000.0,474171806.0,127.0,PG-13,8.2
1444,Action,17000000.0,30050028.0,114.0,R,6.6
1445,Action,35000000.0,411508343.0,126.0,PG-13,7.5
1446,Adventure,10000000.0,40508994.0,90.0,PG,7.0
1447,Drama,,84431625.0,107.0,PG,7.5
1448,Comedy,16400000.0,235860116.0,128.0,PG,8.1
1449,Animation,40000000.0,211343479.0,83.0,G,7.6
1450,Adventure,70000000.0,90000098.0,140.0,PG-13,7.5
1451,Adventure,40000000.0,332500002.0,108.0,PG,7.8
1452,Comedy,6500000.0,37295445.0,120.0,R,8.0
1453,Adventure,18000000.0,222724172.0,93.0,PG,6.4
1454,Comedy,13000000.0,71079915.0,97.0,PG,6.2
1455,Adventure,,30218387.0,97.0,PG-13,6.4
1456,Action,,38956288.0,112.0,PG,5.3
1457,Drama,1200000.0,24741667.0,100.0,R,7.2
1458,Comedy,16000000.0,93232006.0,95.0,R,7.6
1459,Comedy,11000000.0,49797148.0,107.0,R,7.2
1460,Comedy,15000000.0,96759512.0,117.0,PG,7.3
1461,Fantasy,11500000.0,57470138.0,103.0,R,6.6
1462,Comedy,15000000.0,79258538.0,100.0,PG,7.0
1463,Action,37000000.0,215394738.0,108.0,PG,6.6
1464,Action,55000000.0,63408614.0,104.0,R,6.4
1465,Biography,14000000.0,161001698.0,145.0,R,7.2
1466,Biography,18000000.0,26979166.0,122.0,R,7.8
1467,Comedy,20000000.0,126297830.0,124.0,PG-13,7.0
1468,Action,28000000.0,227853986.0,114.0,R,7.2
1469,Comedy,27000000.0,73594646.0,97.0,PG-13,7.6
1470,Comedy,18000000.0,49101993.0,102.0,PG,6.9
1471,Comedy,,21515196.0,100.0,PG-13,7.3
1472,Action,32000000.0,156167015.0,133.0,PG-13,6.6
1473,Comedy,,6056912.0,108.0,R,7.2
1474,Comedy,30000000.0,60864870.0,116.0,R,6.1
1475,Action,24000000.0,22099847.0,109.0,R,6.4
1476,Crime,,7724701.0,124.0,X,7.6
1477,Action,7000000.0,9094451.0,103.0,R,6.2
1478,Comedy,18000000.0,46908987.0,103.0,R,6.9
1479,Action,22500000.0,18671317.0,113.0,R,7.1
1480,Action,18000000.0,10647219.0,108.0,R,6.4
1481,Biography,,14743391.0,103.0,R,7.9
1482,Comedy,26000000.0,160188546.0,116.0,R,6.8
1483,Drama,,11060485.0,105.0,R,4.6
1484,Adventure,,793775.0,100.0,PG,6.1
1485,Adventure,6000000.0,14278900.0,100.0,PG,6.1
1486,Comedy,5000000.0,6157157.0,97.0,PG-13,7.0
1487,Comedy,7500000.0,296999813.0,93.0,PG-13,5.9
1488,Action,27800000.0,52210049.0,107.0,PG,5.5
1489,Comedy,,4088140.0,101.0,NC-17,7.0
1490,Animation,13800000.0,27100027.0,84.0,G,6.8
1491,Action,500000.0,10166459.0,86.0,R,5.1
1492,Drama,31000000.0,74134790.0,122.0,PG,6.4
1493,Adventure,25000000.0,15704614.0,98.0,R,5.8
1494,Action,5000000.0,1700000.0,97.0,PG-13,6.4
1495,Horror,10400000.0,7825009.0,96.0,R,6.8
1496,Action,1500000.0,14697005.0,97.0,R,6.5
1497,Action,30000000.0,134212055.0,125.0,R,6.6
1498,Adventure,18000000.0,8508843.0,105.0,PG,5.8
1499,Drama,7500000.0,145793296.0,99.0,PG,7.4
1500,Crime,2500000.0,4729352.0,101.0,R,7.3
1501,Fantasy,6000000.0,22168359.0,89.0,R,5.1
1502,Comedy,,5552441.0,114.0,PG-13,5.8
1503,Horror,5000000.0,11642254.0,96.0,R,5.1
1504,Action,8000000.0,8143225.0,99.0,R,5.4
1505,Crime,19000000.0,110879513.0,113.0,R,6.8
1506,Comedy,9000000.0,19674852.0,101.0,R,6.1
1507,Action,17000000.0,78247647.0,101.0,PG-13,6.0
1508,Drama,10000000.0,31906454.0,108.0,PG-13,7.4
1509,Action,9000000.0,10161099.0,137.0,PG-13,7.5
1510,Comedy,,12065892.0,90.0,PG,5.4
1511,Adventure,5000000.0,14343976.0,100.0,R,4.6
1512,Comedy,,27843.0,90.0,PG-13,6.1
1513,Drama,33000000.0,1132112.0,137.0,R,7.0
1514,Drama,7000000.0,8800000.0,106.0,R,6.5
1515,Comedy,13000000.0,18428904.0,114.0,R,6.9
1516,Comedy,5000000.0,16554699.0,109.0,R,5.5
1517,Action,12000000.0,15942628.0,108.0,R,5.8
1518,Drama,,38903179.0,105.0,R,5.1
1519,Comedy,,15351421.0,99.0,PG-13,5.6
1520,Comedy,2800000.0,1544973.0,110.0,R,7.6
1521,Biography,22000000.0,19131246.0,120.0,R,6.0
1522,Action,11987578.0,444055.0,113.0,R,6.2
1523,Action,10000000.0,2777280.0,105.0,PG-13,6.3
1524,Comedy,8000000.0,39450960.0,95.0,PG,6.1
1525,Biography,5000000.0,1919653.0,107.0,R,5.6
1526,Comedy,,1932642.0,107.0,PG-13,6.2
1527,Comedy,19000000.0,18254702.0,104.0,PG-13,7.9
1528,Action,,20047604.0,113.0,R,6.5
1529,Comedy,18000000.0,4973285.0,90.0,PG-13,6.8
1530,Comedy,,3960327.0,98.0,PG-13,6.1
1531,Action,4000000.0,283694.0,94.0,R,6.3
1532,Comedy,,6291444.0,98.0,PG,6.9
1533,Drama,,5777099.0,108.0,PG-13,5.8
1534,Comedy,16000000.0,16278590.0,108.0,PG,6.5
1535,Comedy,15000000.0,28890240.0,113.0,PG-13,6.5
1536,Drama,,1730005.0,102.0,R,6.8
1537,Animation,35000000.0,1368000.0,85.0,G,7.1
1538,Action,5000000.0,3416846.0,97.0,R,5.5
1539,Biography,,13741060.0,108.0,PG-13,6.2
1540,Comedy,15000000.0,10763469.0,124.0,PG,6.4
1541,Comedy,13000000.0,22026369.0,113.0,PG-13,6.3
1542,Action,10000000.0,2692037.0,86.0,R,6.4
1543,Action,4000000.0,192816.0,88.0,PG-13,4.7
1544,Action,,4611062.0,97.0,R,5.6
1545,Comedy,20000000.0,10555348.0,106.0,PG-13,6.1
1546,Crime,20000000.0,7237794.0,94.0,R,6.1
1547,Comedy,,10982364.0,94.0,PG-13,5.9
1548,Action,,4557214.0,98.0,R,6.0
1549,Biography,30000000.0,3563162.0,127.0,PG-13,6.5
1550,Comedy,12000000.0,11567217.0,84.0,PG,4.4
1551,Comedy,,18699037.0,94.0,PG,5.8
1552,Action,,882290.0,90.0,R,6.5
1553,Action,19000000.0,12143484.0,122.0,PG-13,5.4
1554,Action,15000000.0,40586886.0,96.0,PG-13,6.2
1555,Action,10000000.0,1272977.0,85.0,PG,5.4
1556,Action,8000000.0,16093651.0,93.0,PG-13,4.4
1557,Crime,,12195695.0,110.0,R,5.7
1558,Comedy,2500000.0,,90.0,PG-13,4.3
1559,Biography,,259486.0,98.0,R,6.3
1560,Horror,1500000.0,1519796.0,93.0,R,5.7
1561,Drama,,536508.0,104.0,PG-13,6.2
1562,Comedy,5000000.0,117463.0,100.0,PG-13,6.2
1563,Comedy,3000000.0,870532.0,81.0,R,6.1
1564,Drama,,2049769.0,102.0,R,6.3
1565,Comedy,19000000.0,27503037.0,117.0,PG,6.3
1566,Action,18000000.0,3077361.0,94.0,PG,4.5
1567,Comedy,,418053.0,90.0,R,6.9
1568,Drama,,4347648.0,95.0,PG-13,6.0
1569,Comedy,,294266.0,92.0,R,5.5
1570,Drama,3000000.0,4609953.0,96.0,R,7.6
1571,Animation,,3299382.0,75.0,G,5.6
1572,Drama,8000000.0,1097333.0,95.0,PG,5.2
1573,Comedy,,9114702.0,111.0,PG-13,6.5
1574,Drama,9000000.0,3766879.0,106.0,R,7.0
1575,Drama,,3953745.0,93.0,R,5.5
1576,Comedy,,169203.0,94.0,PG-13,4.8
1577,Biography,,408839.0,120.0,R,6.8
1578,Comedy,75000.0,,90.0,R,7.3
1579,Crime,,8742750.0,108.0,R,6.7
1580,Horror,3000000.0,1738897.0,95.0,R,5.0
1581,Comedy,,510712.0,92.0,R,6.2
1582,Action,2300000.0,792966.0,102.0,R,5.1
1583,Action,14500000.0,8125592.0,102.0,R,6.1
1584,Crime,,6263883.0,124.0,PG-13,7.4
1585,Drama,8500000.0,11604598.0,109.0,PG-13,6.1
1586,Action,,,103.0,Not Rated,7.2
1587,Action,16000000.0,9015164.0,106.0,R,5.4
1588,Drama,11500000.0,2260616.0,98.0,PG-13,6.9
1589,Comedy,,938562.0,97.0,R,6.8
1590,Drama,,4299023.0,107.0,PG-13,5.3
1591,Comedy,,1852655.0,102.0,PG,6.0
1592,Drama,,201468.0,95.0,R,6.1
1593,Biography,,1089000.0,112.0,R,3.7
1594,Drama,,1247946.0,116.0,R,6.0
1595,Drama,,1601612.0,120.0,R,7.5
1596,Action,,2043889.0,98.0,R,4.8
1597,Horror,3000000.0,76325.0,90.0,R,5.5
1598,Action,,7723506.0,98.0,R,6.3
1599,Comedy,,463972.0,124.0,R,5.7
1600,Action,5000000.0,,95.0,R,5.0
1601,Comedy,,,104.0,,7.1
1602,Comedy,,2156471.0,103.0,R,6.0
1603,Horror,,858591.0,88.0,R,4.8
1604,Action,20000000.0,2420917.0,117.0,PG-13,6.3
1605,Drama,,4795009.0,119.0,PG-13,5.8
1606,Fantasy,,,89.0,R,6.0
1607,Drama,14000000.0,5932613.0,95.0,PG-13,6.0
1608,Drama,18000000.0,3531971.0,120.0,R,5.9
1609,Drama,,2023282.0,110.0,PG-13,6.2
1610,Comedy,9500000.0,7754571.0,119.0,R,6.6
1611,Action,,902152.0,89.0,R,3.6
1612,Crime,17000000.0,3560932.0,99.0,R,5.1
1613,Comedy,,3690328.0,103.0,PG-13,5.8
1614,Horror,,,85.0,R,5.2
1615,Adventure,16000000.0,67878.0,93.0,PG,4.8
1616,Comedy,10000000.0,1642239.0,86.0,PG-13,5.8
1617,Crime,,,92.0,R,4.5
1618,Adventure,34000000.0,3574256.0,119.0,R,5.8
1619,Crime,4000000.0,6985999.0,92.0,R,5.9
1620,Adventure,5000000.0,8153677.0,83.0,G,6.0
1621,Crime,,1417030.0,81.0,PG-13,7.6
1622,Drama,,18587135.0,103.0,G,6.4
1623,Comedy,,1776440.0,91.0,R,6.8
1624,Comedy,,960385.0,102.0,R,6.4
1625,Comedy,10000000.0,3169719.0,100.0,R,4.8
1626,Comedy,,1869417.0,94.0,R,5.4
1627,Comedy,4000000.0,43671.0,93.0,PG,5.5
1628,Action,,363561.0,102.0,R,4.4
1629,Action,,,107.0,R,4.3
1630,Comedy,,4348025.0,91.0,R,6.2
1631,Comedy,,,92.0,PG-13,4.5
1632,Comedy,,129778.0,89.0,PG-13,3.1
1633,Crime,,337812.0,95.0,R,4.9
1634,Biography,,1316495.0,102.0,PG-13,7.2
1635,Drama,,,95.0,R,6.9
1636,Comedy,,574080.0,94.0,PG,5.8
1637,Comedy,,1354268.0,104.0,R,6.0
1638,Comedy,,5368865.0,83.0,PG,4.4
1639,Comedy,,216373.0,92.0,PG,5.6
1640,Comedy,9000000.0,3473905.0,93.0,PG-13,5.0
1641,Adventure,6000000.0,1877618.0,94.0,R,6.1
1642,Action,,862551.0,90.0,R,5.5
1643,Biography,25000000.0,46963277.0,146.0,R,8.7
1644,Crime,54000000.0,136861392.0,162.0,R,7.6
1645,Action,65000000.0,261317921.0,113.0,R,7.5
1646,Comedy,14000000.0,463406268.0,119.0,R,7.0
1647,Comedy,18000000.0,476684675.0,103.0,PG,7.6
1648,Drama,22000000.0,505703557.0,127.0,PG-13,7.1
1649,Adventure,22000000.0,424208848.0,181.0,PG-13,8.0
1650,Comedy,11000000.0,16667084.0,96.0,PG-13,7.1
1651,Action,70000000.0,240031274.0,124.0,R,7.1
1652,Drama,20000000.0,61276872.0,107.0,R,7.8
1653,Action,15000000.0,201957688.0,111.0,PG-13,6.2
1654,Comedy,47000000.0,15691192.0,125.0,R,5.6
1655,Action,13500000.0,201965915.0,93.0,PG,6.8
1656,Drama,20000000.0,86024005.0,105.0,PG-13,7.9
1657,Action,30000000.0,200512643.0,135.0,PG,7.6
1658,Action,47000000.0,162738726.0,105.0,PG,6.1
1659,Biography,31000000.0,52096475.0,121.0,PG-13,7.8
1660,Drama,,4960385.0,108.0,R,6.0
1661,Comedy,9500000.0,14561425.0,125.0,R,7.2
1662,Action,35000000.0,57120318.0,108.0,R,6.3
1663,Action,25000000.0,45681173.0,117.0,R,5.8
1664,Adventure,,10360553.0,91.0,PG,6.9
1665,Drama,25000000.0,26118851.0,113.0,R,7.5
1666,Adventure,40000000.0,245077583.0,118.0,PG,7.4
1667,Action,14000000.0,48878502.0,96.0,R,6.4
1668,Crime,13000000.0,1293976.0,130.0,R,6.4
1669,Comedy,11000000.0,8266343.0,85.0,PG-13,6.5
1670,Mystery,22000000.0,221303188.0,127.0,R,6.9
1671,Comedy,22000000.0,53208180.0,109.0,PG-13,6.4
1672,Action,60000000.0,157920733.0,107.0,PG-13,6.1
1673,Crime,5300000.0,2554476.0,103.0,R,7.0
1674,Comedy,50000000.0,41482207.0,106.0,PG-13,6.4
1675,Drama,42000000.0,119946358.0,104.0,PG-13,5.3
1676,Action,20000000.0,44143410.0,104.0,PG-13,6.5
1677,Crime,14000000.0,5080409.0,115.0,R,7.7
1678,Action,22000000.0,15645616.0,124.0,R,6.2
1679,Adventure,,13985225.0,90.0,R,6.4
1680,Action,,5017971.0,117.0,R,7.3
1681,Comedy,20000000.0,35419397.0,110.0,PG-13,6.7
1682,Horror,13000000.0,35763605.0,84.0,R,5.9
1683,Comedy,25000000.0,39404261.0,102.0,PG,5.8
1684,Comedy,23000.0,1228108.0,97.0,R,7.1
1685,Drama,26000000.0,61489265.0,115.0,R,6.6
1686,Crime,,3106052.0,94.0,Not Rated,7.5
1687,Drama,,39024251.0,110.0,R,6.4
1688,Action,20000000.0,21413105.0,119.0,PG-13,6.9
1689,Action,11000000.0,8862354.0,102.0,R,6.5
1690,Crime,19000000.0,10005969.0,137.0,R,6.2
1691,Action,6000000.0,24271196.0,108.0,R,6.2
1692,Crime,15000000.0,27734391.0,115.0,R,6.5
1693,Comedy,,71609321.0,104.0,PG,5.5
1694,Comedy,10000000.0,72270891.0,81.0,PG,5.4
1695,Crime,,13446769.0,110.0,R,6.9
1696,Comedy,,23591472.0,97.0,PG-13,6.3
1697,Animation,30000000.0,27931461.0,77.0,G,6.9
1698,Comedy,2500000.0,26385627.0,100.0,R,6.5
1699,Action,38000000.0,153518974.0,93.0,R,5.9
1700,Horror,4200000.0,5835247.0,92.0,R,6.9
1701,Thriller,18000000.0,44926706.0,102.0,R,6.4
1702,Comedy,22000000.0,39071603.0,101.0,R,6.7
1703,Biography,,23472449.0,136.0,NC-17,6.3
1704,Action,10000000.0,47410827.0,96.0,R,5.8
1705,Comedy,,11541758.0,102.0,R,7.2
1706,Drama,,20710451.0,135.0,PG,6.7
1707,Adventure,36000000.0,17373527.0,89.0,PG,5.2
1708,Action,,16247964.0,98.0,PG-13,6.0
1709,Horror,2000000.0,5765562.0,85.0,R,5.1
1710,Biography,,15445131.0,111.0,R,7.2
1711,Comedy,2500000.0,205068.0,85.0,R,6.2
1712,Action,18000000.0,1911542.0,134.0,R,7.2
1713,Action,20000000.0,138697012.0,110.0,PG-13,6.0
1714,Action,23000000.0,27441977.0,107.0,PG-13,6.9
1715,Action,20000000.0,21413502.0,104.0,R,6.4
1716,Action,12000000.0,57968936.0,93.0,R,6.0
1717,Comedy,350000.0,1242995.0,87.0,R,4.6
1718,Drama,12000000.0,2970161.0,119.0,PG,7.8
1719,Action,35000000.0,33461269.0,113.0,R,5.8
1720,Comedy,,16186793.0,97.0,R,6.4
1721,Action,5200000.0,2459895.0,99.0,R,5.9
1722,Action,4000000.0,16853487.0,89.0,R,5.7
1723,Drama,,17487531.0,103.0,R,6.5
1724,Biography,,,98.0,Not Rated,8.3
1725,Comedy,15000000.0,15260154.0,89.0,R,6.8
1726,Sci-Fi,1500000.0,5728953.0,94.0,R,6.0
1727,Comedy,20000000.0,15379253.0,110.0,PG-13,6.4
1728,Comedy,12000000.0,21460601.0,102.0,PG,6.5
1729,Action,,8217997.0,102.0,R,5.7
1730,Biography,,2060847.0,115.0,R,6.6
1731,Action,20000000.0,25069101.0,113.0,R,5.6
1732,Horror,10500000.0,11582891.0,89.0,R,4.9
1733,Adventure,25000000.0,2075084.0,138.0,R,6.8
1734,Action,7000000.0,4348368.0,91.0,R,6.1
1735,Drama,,1244381.0,107.0,R,6.3
1736,Drama,10000000.0,16153593.0,130.0,R,6.6
1737,Comedy,,3989297.0,95.0,PG-13,5.9
1738,Drama,7000000.0,12626043.0,99.0,R,6.3
1739,Comedy,,47789074.0,81.0,PG-13,4.7
1740,Comedy,,739104.0,117.0,PG,7.4
1741,Comedy,3500000.0,16324573.0,93.0,R,6.3
1742,Action,10000000.0,21633874.0,120.0,R,5.9
1743,Comedy,12500000.0,29888235.0,107.0,PG-13,6.2
1744,Comedy,230000.0,2960492.0,98.0,PG-13,7.4
1745,Drama,,5575738.0,112.0,R,7.6
1746,Comedy,,5822041.0,137.0,PG,7.5
1747,Comedy,25000000.0,6939946.0,95.0,PG,5.6
1748,Drama,19000000.0,1372350.0,97.0,R,5.1
1749,Comedy,,1554742.0,106.0,PG,7.2
1750,Drama,40000000.0,9645440.0,144.0,R,6.1
1751,Animation,,18115724.0,74.0,G,6.9
1752,Drama,21800000.0,22997992.0,123.0,R,6.1
1753,Comedy,,1516414.0,103.0,R,7.5
1754,Animation,,20305841.0,82.0,G,5.6
1755,Adventure,24000000.0,2319124.0,112.0,PG,6.6
1756,Drama,20000000.0,15779578.0,128.0,PG,7.2
1757,Action,,10873237.0,97.0,R,6.6
1758,Comedy,,27627310.0,97.0,R,5.7
1759,Comedy,,20005435.0,108.0,R,6.5
1760,Drama,,2268181.0,123.0,R,6.0
1761,Drama,,17037887.0,92.0,R,5.4
1762,Comedy,,1382462.0,80.0,PG-13,4.8
1763,Action,22000000.0,14760451.0,85.0,PG-13,4.8
1764,Comedy,,9888167.0,97.0,R,6.4
1765,Drama,,1494399.0,107.0,PG-13,7.4
1766,Crime,,2678414.0,114.0,R,6.6
1767,Comedy,12000000.0,7331647.0,106.0,PG-13,6.6
1768,Comedy,6000000.0,,100.0,PG-13,5.5
1769,Crime,10000000.0,22424195.0,98.0,R,5.7
1770,Action,,6698361.0,111.0,R,4.9
1771,Action,18000000.0,2742912.0,105.0,R,5.4
1772,Drama,,1986433.0,95.0,PG-13,7.7
1773,Drama,4000000.0,2070871.0,97.0,PG-13,6.5
1774,Horror,2000000.0,1627955.0,85.0,R,6.0
1775,Comedy,,1217084.0,82.0,R,7.3
1776,Comedy,9000000.0,25029569.0,81.0,PG,5.4
1777,Comedy,,,90.0,PG-13,5.5
1778,Action,,1494969.0,82.0,PG,5.6
1779,Drama,,4873620.0,97.0,PG,7.3
1780,Adventure,19000000.0,4011793.0,136.0,R,7.2
1781,Horror,9000000.0,349618.0,120.0,R,6.1
1782,Drama,,7698010.0,126.0,PG-13,6.6
1783,Comedy,700000.0,357400.0,107.0,R,7.4
1784,Comedy,,13236513.0,90.0,R,6.0
1785,Comedy,12000000.0,3417056.0,88.0,R,6.7
1786,Comedy,6700000.0,1171762.0,101.0,PG-13,5.8
1787,Drama,11500000.0,334748.0,85.0,R,5.5
1788,Comedy,,10959015.0,89.0,PG-13,6.0
1789,Crime,,11207891.0,132.0,R,6.6
1790,Biography,,1055995.0,158.0,R,7.5
1791,Drama,23000000.0,5820015.0,104.0,PG-13,6.4
1792,Action,,6488114.0,108.0,R,6.2
1793,Comedy,,6070725.0,115.0,PG-13,6.7
1794,Action,,8533973.0,91.0,PG,5.2
1795,Comedy,,25421633.0,83.0,PG,4.4
1796,Comedy,,1382259.0,82.0,PG-13,6.2
1797,Drama,,1232210.0,108.0,R,6.9
1798,Drama,,1745470.0,118.0,PG-13,7.7
1799,Adventure,3000000.0,15369573.0,100.0,PG,5.3
1800,Comedy,5000000.0,485772.0,90.0,R,5.5
1801,Comedy,,19740070.0,94.0,R,5.6
1802,Horror,,2218579.0,95.0,R,4.7
1803,Comedy,,4134992.0,100.0,R,5.6
1804,Adventure,,1730856.0,105.0,G,7.6
1805,Biography,,2231274.0,138.0,PG-13,6.9
1806,Action,,1510053.0,85.0,R,5.7
1807,Drama,,20240128.0,109.0,PG-13,6.2
1808,Drama,,1823154.0,97.0,PG-13,3.9
1809,Action,15000000.0,5585154.0,94.0,R,4.9
1810,Comedy,,20554.0,108.0,PG,7.2
1811,Drama,,1161135.0,102.0,PG,7.2
1812,Comedy,15000000.0,1106475.0,107.0,R,6.0
1813,Comedy,,1436308.0,97.0,R,5.7
1814,Action,,,96.0,Not Rated,6.8
1815,Action,10000000.0,2346150.0,96.0,R,5.7
1816,Comedy,,4010647.0,97.0,PG-13,6.4
1817,Action,,358047.0,99.0,R,4.0
1818,Fantasy,6500000.0,2032973.0,93.0,R,4.8
1819,Drama,17500000.0,947306.0,138.0,R,6.7
1820,Drama,,5006.0,92.0,Unrated,6.4
1821,Drama,,4263112.0,104.0,PG,3.5
1822,Comedy,,,90.0,PG-13,5.7
1823,Comedy,,1576702.0,107.0,R,7.3
1824,Action,12000000.0,1531489.0,106.0,R,5.8
1825,Drama,,,101.0,PG,7.7
1826,Comedy,,11359129.0,103.0,PG-13,6.0
1827,Comedy,,8141292.0,101.0,PG-13,4.9
1828,Drama,7500000.0,4562778.0,90.0,PG-13,4.5
1829,Comedy,,715983.0,99.0,PG-13,6.7
1830,Comedy,16000000.0,17854933.0,87.0,PG-13,5.4
1831,Drama,,1224605.0,103.0,R,5.4
1832,Drama,,2415312.0,84.0,R,4.3
1833,Horror,,1547867.0,82.0,R,4.4
1834,Drama,,1305887.0,91.0,R,5.6
1835,Comedy,11000000.0,1794001.0,107.0,PG-13,6.2
1836,Crime,9000000.0,2544504.0,109.0,R,5.7
1837,Drama,,,94.0,,7.0
1838,Action,42000000.0,,125.0,PG-13,7.0
1839,Crime,,59227.0,93.0,R,5.8
1840,Drama,,774048.0,112.0,PG,7.6
1841,Comedy,,2293625.0,92.0,PG-13,7.3
1842,Comedy,,,90.0,Not Rated,6.5
1843,Action,102000000.0,520881154.0,137.0,R,8.5
1844,Action,24000000.0,83531958.0,122.0,R,7.3
1845,Crime,19000000.0,272742922.0,118.0,R,8.6
1846,Adventure,70000000.0,300854823.0,142.0,PG,6.8
1847,Crime,6500000.0,57529070.0,112.0,R,7.8
1848,Crime,35000000.0,182291969.0,128.0,R,7.3
1849,Comedy,,11336986.0,83.0,PG-13,5.9
1850,Comedy,30000000.0,191502426.0,99.0,PG-13,6.9
1851,Adventure,16500000.0,45456285.0,130.0,R,7.5
1852,Drama,2000000.0,33616692.0,106.0,,7.6
1853,Action,48000000.0,390493908.0,143.0,PG-13,6.9
1854,Biography,38000000.0,34416893.0,140.0,R,7.2
1855,Animation,25000000.0,424967620.0,84.0,G,8.0
1856,Drama,11000000.0,119418501.0,130.0,PG-13,7.7
1857,Drama,40000000.0,205405498.0,189.0,R,8.0
1858,Action,35000000.0,46704056.0,108.0,PG,6.5
1859,Comedy,17000000.0,59489799.0,102.0,PG,6.9
1860,Action,40000000.0,152368585.0,137.0,R,6.7
1861,Adventure,20000000.0,38039850.0,93.0,PG,6.3
1862,Comedy,,89325780.0,105.0,PG,6.5
1863,Comedy,27000000.0,179033791.0,113.0,PG-13,6.8
1864,Comedy,,25196249.0,102.0,PG-13,6.3
1865,Comedy,24000000.0,41895491.0,137.0,R,7.5
1866,Comedy,,,99.0,R,5.6
1867,Drama,19000000.0,174999005.0,99.0,R,6.3
1868,Drama,,403056.0,238.0,Unrated,7.6
1869,Adventure,11000000.0,2807854.0,102.0,PG-13,5.2
1870,Action,43000000.0,59509925.0,105.0,R,7.0
1871,Action,30000000.0,96888996.0,110.0,PG,7.2
1872,Drama,2500000.0,6401336.0,104.0,R,7.0
1873,Comedy,6788000.0,13878411.0,103.0,PG-13,5.9
1874,Action,26000000.0,181096164.0,84.0,PG-13,6.8
1875,Action,65000000.0,17218080.0,100.0,R,5.8
1876,Drama,30000000.0,74787599.0,132.0,R,6.7
1877,Comedy,9000000.0,6153939.0,116.0,R,7.7
1878,Comedy,40000000.0,8479793.0,94.0,PG-13,5.1
